99,12,49,70,95
21,52,75,70,48
34,69,8,13,76
92,19,24,35,53
61,59,29,30,70
63,8,51,12,6
72,17,5,19,72
75,56,35,68,71
9,90,2,79,13
48,62,45,13,33
28,99,4,96,56
29,15,12,63,58
32,29,32,94,35
53,42,4,72,96
2,83,63,28,21
80,63,41,94,86
21,63,3,54,40
30,97,81,80,43
37,99,81,64,53
46,65,23,48,10
22,73,28,60,49
8,83,53,58,27
28,29,66,11,90
62,42,87,28,31
80,79,90,94,81
6,32,76,66,6
97,24,92,60,46
18,85,23,39,98
23,70,54,49,5
10,93,80,85,26
83,16,96,72,11
21,99,72,22,68
63,11,34,53,77
7,76,71,84,89
20,15,49,67,47
50,46,55,25,96
3,33,75,41,13
82,30,71,68,6
35,68,96,69,50
69,62,96,71,12
13,6,74,99,37
34,98,46,33,58
17,39,50,47,21
15,61,45,9,1
8,68,17,92,1
1,26,46,69,88
4,5,1,81,14
38,71,8,23,87
19,99,35,37,83
72,64,26,50,71
17,13,24,62,61
54,95,64,50,35
64,1,45,61,73
80,5,46,52,31
45,93,61,61,83
80,80,85,26,12
44,27,6,65,94
21,56,42,59,15
70,37,95,33,28
76,60,11,59,13
26,82,73,83,64
33,33,61,73,4
98,73,86,84,45
97,76,69,83,85
4,54,66,84,92
25,7,86,21,18
15,78,85,62,53
87,45,71,57,87
94,11,79,62,22
36,61,34,72,78
75,68,90,37,25
46,54,75,61,39
69,87,72,45,10
49,13,64,52,90
25,33,16,37,90
53,81,30,30,98
31,46,26,58,79
55,48,45,26,35
83,62,50,30,55
6,42,42,54,95
