42,82,8,44,20
96,61,86,54,52
93,40,21,90,57
72,81,100,65,57
76,89,39,47,79
17,59,52,24,71
2,2,47,22,64
99,40,88,6,67
77,42,36,18,28
71,76,2,56,50
49,56,41,37,5
50,99,81,46,31
66,41,78,50,35
28,47,3,31,64
71,28,6,76,78
78,88,74,44,62
22,46,73,38,69
84,75,82,86,48
58,93,29,29,26
54,8,99,6,67
64,39,11,51,60
62,51,84,47,42
65,41,67,22,43
31,95,100,84,9
35,41,69,52,74
83,8,79,42,44
13,2,40,21,25
94,49,38,44,96
50,38,4,75,54
53,50,5,97,56
59,98,22,53,91
96,75,62,37,64
97,78,76,43,84
27,82,97,88,76
60,50,43,27,21
93,60,12,20,10
18,68,96,95,61
92,74,6,16,88
65,16,88,62,93
5,95,75,83,20
