82,50,81,47
34,86,75,68
96,38,73,3
36,85,78,80
29,10,98,57
86,34,30,99
27,5,90,75
68,92,62,39
34,94,23,68
84,81,97,23
92,45,31,1
69,24,60,22
99,33,45,67
4,62,26,12
31,79,35,27
53,91,54,89
83,2,15,22
2,91,63,66
93,34,12,37
17,63,67,27
82,18,13,95
92,9,32,53
52,38,39,76
2,99,61,39
43,14,91,99
31,70,35,26
7,27,94,33
21,98,69,63
77,81,66,77
58,46,81,42
15,57,84,60
93,53,86,94
44,10,81,16
64,50,42,54
65,9,39,21
90,61,80,24
29,5,81,30
67,79,42,32
51,45,11,81
44,70,30,10
50,78,31,92
30,97,11,74
61,32,60,28
93,65,14,75
90,56,59,68
18,59,31,29
51,85,6,82
97,58,16,37
29,57,30,11
33,30,16,79
