20,28,93,26
63,46,74,34
74,40,59,67
16,58,25,1
9,18,40,58
76,52,98,56
87,5,88,11
32,10,41,88
83,61,73,73
69,56,41,83
6,86,23,62
4,10,83,91
5,93,97,40
97,53,33,90
50,57,64,65
99,6,34,35
24,12,52,79
81,18,28,24
24,90,35,23
76,93,68,60
71,45,7,69
48,3,9,88
47,49,10,46
1,98,38,36
53,95,21,32
92,78,43,53
18,19,82,42
80,48,83,89
75,99,31,91
91,93,14,20
92,92,92,44
20,20,82,90
28,51,26,1
33,73,62,64
64,90,96,84
15,32,77,98
37,6,97,14
59,47,87,34
57,68,81,51
85,78,35,83
75,86,78,53
39,83,97,2
28,51,30,6
81,24,57,83
78,63,7,75
50,64,77,87
30,83,17,39
8,42,74,24
61,39,68,31
26,5,29,73
