58,82,76,95
94,52,75,9
92,5,27,22
73,48,6,67
73,91,91,30
4,48,65,73
81,85,48,44
54,21,2,29
86,97,52,89
28,38,23,47
6,47,52,32
54,28,9,93
49,72,16,78
26,42,10,66
37,16,11,96
24,19,99,98
10,55,32,74
65,31,2,99
44,44,18,56
8,1,24,37
7,4,97,90
92,44,36,6
33,78,51,92
92,32,74,46
45,35,91,12
17,96,10,92
56,23,17,26
17,96,36,26
99,47,82,82
17,40,26,9
32,95,80,80
48,52,99,92
97,30,87,75
85,48,73,76
86,60,2,11
94,36,57,64
5,13,36,77
29,98,59,88
49,40,66,35
87,46,83,28
74,61,64,90
52,76,56,89
61,5,59,35
90,89,92,86
18,98,74,26
14,55,71,89
79,8,36,55
79,44,5,77
21,27,79,57
80,73,12,16
