38,43,96,62
66,54,6,54
21,74,97,5
1,25,22,90
85,24,23,28
91,71,71,60
15,30,25,84
90,35,58,87
87,48,34,87
40,90,56,69
2,22,28,52
37,22,52,71
37,21,67,65
67,9,54,60
13,26,33,97
32,85,48,42
78,76,87,10
2,84,80,31
17,37,3,8
87,86,17,13
40,43,40,42
45,5,24,93
50,20,48,74
79,9,38,80
61,2,41,88
86,24,2,16
35,38,24,29
84,49,32,53
69,77,69,99
92,45,27,67
28,86,49,57
91,94,48,26
36,4,34,42
58,99,67,21
17,9,72,14
43,66,26,82
14,92,19,40
41,18,69,67
77,16,69,61
40,27,41,65
54,42,50,5
99,38,18,74
70,23,37,91
1,84,69,68
23,18,20,4
52,82,10,23
48,80,31,83
61,53,72,76
47,54,16,52
26,30,73,63
