39,2,2,37
1,72,75,97
93,28,30,48
6,28,57,66
26,87,26,46
23,12,34,36
19,27,62,26
22,24,7,51
95,17,10,72
31,73,75,69
13,90,59,38
77,17,13,40
36,17,98,60
11,36,84,99
66,40,6,74
13,35,20,69
88,51,24,21
25,50,32,89
73,76,28,67
63,21,17,58
3,36,40,97
49,24,76,74
38,45,27,94
92,50,87,46
98,95,92,73
90,24,49,25
75,5,91,59
62,84,38,59
52,4,48,59
86,29,56,38
41,30,57,35
94,71,31,53
98,91,42,19
69,36,75,20
35,69,47,43
8,92,17,27
29,2,15,72
27,87,57,20
30,72,65,81
14,84,56,69
50,73,34,1
75,12,84,44
1,12,94,93
33,57,74,29
38,70,89,86
78,83,57,45
30,10,33,11
14,76,24,97
84,64,39,27
65,78,57,87
