80,41,72,86
92,11,97,30
22,34,93,74
75,57,98,61
5,23,6,1
75,79,46,10
21,52,33,32
26,96,33,88
3,46,78,38
29,70,50,76
22,99,24,72
44,3,55,45
83,53,28,52
28,42,7,58
18,98,13,71
27,93,66,82
98,21,1,87
80,91,29,16
12,68,53,94
53,15,52,32
61,16,58,80
34,16,9,45
92,67,37,39
10,27,48,39
4,59,54,25
94,65,69,56
21,4,79,7
8,52,69,34
49,1,96,4
1,34,11,44
91,5,29,8
30,9,44,98
99,26,28,29
91,83,22,61
44,15,5,37
4,2,68,69
41,65,50,76
19,3,9,33
79,49,81,90
84,8,58,81
86,17,73,38
93,23,77,20
24,4,68,75
20,5,22,59
43,32,61,56
91,61,61,32
84,73,83,60
92,59,27,92
52,22,60,36
60,99,62,23
