26,10,4,60
27,27,7,12
28,12,93,64
5,96,57,35
66,40,89,92
41,80,51,3
26,67,26,44
59,32,11,85
80,61,67,14
62,32,53,65
73,11,39,32
36,41,47,42
90,85,52,81
1,70,90,89
40,95,9,82
74,60,77,57
7,75,53,36
14,69,31,98
8,67,25,38
70,9,52,61
14,7,80,48
97,86,79,90
70,41,28,30
6,68,58,4
53,42,14,69
21,19,39,46
17,87,20,18
7,5,52,6
93,51,10,71
41,35,22,27
25,44,83,75
37,23,21,46
62,39,22,74
22,41,30,76
29,7,81,50
69,14,8,36
86,31,60,80
83,85,5,5
45,58,54,92
14,44,88,70
17,40,1,39
8,6,19,84
39,78,53,55
39,38,24,58
16,86,96,91
11,41,79,58
99,46,75,42
92,20,89,66
21,99,36,48
55,26,2,77
