92,24,83,80
84,75,40,73
81,34,8,41
36,11,51,50
97,79,85,55
89,74,85,58
27,28,1,25
92,16,94,27
17,5,61,17
18,1,77,95
7,12,72,84
27,94,47,12
63,80,61,12
51,98,9,28
43,75,15,24
47,57,52,17
63,56,75,61
23,3,29,67
2,21,23,75
37,1,9,44
28,81,10,14
31,88,35,16
42,45,91,49
72,60,94,25
59,44,37,39
86,11,85,6
36,17,95,79
85,39,69,23
27,83,36,29
13,39,50,80
59,21,61,11
46,1,41,39
65,81,38,11
37,86,39,50
63,37,40,72
64,67,97,21
40,74,25,21
37,84,59,75
99,30,8,62
61,93,47,38
48,6,79,13
53,19,95,42
11,65,1,97
86,49,98,40
89,16,17,91
68,65,56,88
60,31,30,30
15,64,72,84
55,80,87,8
94,66,83,74
