10,25,61,64
70,10,9,51
89,73,10,21
23,72,74,74
12,35,19,23
70,77,47,42
75,44,76,82
71,31,61,64
24,5,29,70
44,96,73,54
33,59,34,94
32,79,67,47
59,41,24,42
10,62,27,8
99,19,7,85
13,89,91,52
43,11,35,77
18,26,83,89
43,26,86,98
39,32,61,10
30,25,8,66
34,51,48,40
64,25,90,28
63,45,56,87
95,39,57,8
80,28,22,68
63,50,99,51
59,63,53,70
8,78,98,53
49,45,58,43
20,56,50,23
80,94,94,88
87,21,43,24
86,81,69,60
95,77,7,35
38,1,47,67
47,89,43,82
47,5,7,91
16,88,86,25
64,18,47,7
11,12,69,47
94,91,84,81
28,80,41,65
23,63,46,79
25,44,9,71
24,35,39,23
2,77,64,69
63,36,62,45
28,86,12,93
3,58,22,86
