27,74,70,5
87,35,91,81
93,34,5,33
87,99,58,65
33,15,65,12
95,59,92,77
12,32,21,22
70,98,93,62
18,50,91,72
5,54,33,62
77,59,38,62
20,87,46,17
49,60,19,97
84,53,99,93
87,95,51,54
59,50,64,25
6,35,28,14
8,41,24,93
62,78,49,65
67,10,6,87
40,21,39,48
47,70,80,12
44,75,90,16
65,44,81,31
89,23,92,15
44,79,48,77
21,22,20,95
33,15,59,65
56,10,27,61
11,65,82,70
91,15,86,71
73,99,90,53
49,55,92,13
65,53,10,70
66,9,26,51
86,45,18,2
71,93,88,24
5,49,3,79
67,2,33,40
62,2,15,87
81,39,94,63
78,93,34,7
46,97,66,66
59,89,46,78
29,36,11,18
80,84,89,32
27,64,27,53
39,26,3,67
47,83,8,59
40,51,95,14
