43,98,21,70
96,87,4,30
34,65,97,53
85,57,90,47
59,24,80,82
57,93,44,23
8,23,46,48
91,59,51,95
51,72,15,4
38,88,3,66
78,80,27,24
58,28,93,93
82,97,53,89
54,72,93,90
10,29,29,73
38,71,21,50
23,61,83,39
64,76,59,26
79,13,9,83
70,35,53,9
97,46,22,59
2,12,6,72
45,45,69,45
62,20,41,68
4,17,2,43
21,84,29,12
27,75,79,36
54,86,10,27
44,84,82,77
56,20,58,12
60,13,53,68
18,14,99,43
85,14,9,25
70,66,27,95
59,87,50,43
55,88,15,37
80,68,47,67
26,39,80,33
60,90,96,83
22,49,55,77
87,79,41,17
86,82,6,70
94,62,23,9
89,35,49,25
25,29,62,18
53,9,90,98
81,9,10,64
84,39,44,42
46,65,11,79
89,38,91,16
