16,36,68,9
70,68,98,24
89,72,76,43
54,25,53,23
90,75,68,39
79,97,64,85
64,85,95,51
70,95,38,91
77,30,76,35
29,84,63,17
84,36,14,34
74,39,33,22
96,1,36,85
86,25,85,86
7,71,75,40
45,85,45,27
77,18,94,17
37,26,26,90
67,75,55,71
3,26,31,27
70,66,96,65
37,55,28,6
45,42,85,75
86,51,88,11
33,78,79,54
15,94,83,46
85,30,16,76
65,75,78,14
58,96,43,83
15,91,2,17
84,13,95,32
92,68,22,34
10,4,98,91
83,42,20,36
58,48,20,92
75,71,9,96
1,41,23,99
12,78,7,29
8,90,49,35
15,73,22,3
81,62,83,42
32,19,21,72
5,88,61,10
99,53,72,39
43,7,75,49
6,68,11,83
80,33,6,31
61,22,47,42
14,40,84,42
34,45,11,86
