64,5,60,48
89,97,73,34
48,93,59,71
43,75,30,50
37,52,71,44
99,28,70,51
7,87,59,59
34,25,4,68
25,76,66,23
80,49,38,62
71,79,25,43
40,75,87,95
24,68,92,39
11,73,34,40
11,77,1,80
86,54,19,56
67,44,16,84
78,11,63,7
60,45,94,58
25,43,62,71
28,87,70,60
69,90,14,47
55,57,51,24
21,58,23,20
49,1,65,45
47,96,86,33
44,21,36,66
20,44,69,45
83,18,46,63
1,53,63,19
81,34,89,35
77,95,46,49
89,70,5,50
64,54,26,19
22,91,32,99
6,81,59,36
86,90,21,29
29,56,88,87
94,78,74,96
99,81,82,99
86,52,39,44
72,10,16,90
86,7,48,88
25,1,83,19
72,44,23,33
83,93,27,28
45,88,20,47
80,95,79,13
42,23,50,73
97,54,54,42
