26,13,33,92
87,68,47,70
68,80,26,44
31,4,65,26
56,16,36,76
24,84,94,91
84,95,63,57
21,17,73,45
56,11,66,49
43,59,61,62
52,1,41,71
91,95,1,88
58,11,70,10
7,82,44,6
57,11,33,61
20,6,20,69
92,65,11,69
74,28,49,28
91,17,71,57
28,61,19,50
24,47,5,44
94,99,17,99
88,71,24,72
6,28,50,78
60,60,36,75
50,92,19,70
52,51,41,11
5,9,52,41
53,98,33,47
47,93,27,25
52,73,56,30
49,79,66,29
56,41,80,35
49,74,90,35
34,23,1,40
57,17,42,43
28,87,99,67
91,59,29,89
66,17,6,96
11,2,1,34
55,22,52,86
53,89,84,62
87,44,74,74
1,28,31,56
30,4,95,5
31,63,64,56
33,36,62,96
44,97,51,51
78,72,61,9
72,30,29,60
