64,5,22,4
12,23,67,30
30,64,77,98
59,11,96,16
37,40,33,44
58,49,33,90
80,44,83,46
60,21,91,1
61,89,97,84
50,35,74,8
29,24,91,51
2,31,45,94
60,30,7,50
40,92,34,94
74,58,10,37
24,28,35,76
28,73,7,71
36,81,92,58
38,82,51,5
17,40,51,70
65,36,65,7
68,10,74,25
46,85,63,53
99,34,37,26
68,35,70,54
36,38,82,67
3,81,74,52
90,71,80,84
72,45,95,44
60,24,49,49
78,18,59,36
41,56,13,30
89,19,80,32
95,3,66,39
66,15,17,60
99,54,79,93
67,94,3,78
86,71,27,12
98,20,93,99
57,5,5,96
40,21,13,39
76,63,8,50
34,41,74,53
4,2,98,13
14,32,86,29
60,16,85,84
23,97,64,30
35,20,66,54
7,70,96,25
65,90,23,1
