80,67,46,88
22,99,29,57
29,52,62,35
85,31,84,71
21,49,13,23
52,90,54,22
88,67,73,91
10,13,46,45
52,31,15,52
2,92,21,4
59,12,92,63
32,65,26,85
83,4,38,11
43,43,36,37
89,83,30,12
12,88,74,38
42,82,70,97
96,62,51,69
50,12,12,29
50,76,56,92
5,19,69,19
82,96,60,83
19,4,61,68
57,82,68,72
4,15,55,39
60,53,37,10
24,54,72,25
93,14,9,4
43,86,14,82
91,27,57,7
51,51,27,75
8,16,8,52
18,5,87,31
66,16,35,80
57,51,31,42
65,28,18,9
27,20,39,12
21,16,77,43
58,88,58,65
29,86,23,93
64,44,15,18
52,69,96,47
69,51,49,42
76,53,84,56
6,4,80,88
89,55,39,50
56,45,29,20
10,33,14,45
92,48,77,17
12,65,47,88
