56,30,13,1
57,72,30,64
49,13,92,31
69,30,42,79
25,36,64,33
38,74,56,54
23,78,46,55
47,94,94,29
64,53,38,64
43,11,82,88
71,70,93,60
36,2,96,14
58,79,56,20
54,20,47,72
81,56,48,92
65,49,27,87
95,40,74,35
34,55,52,51
47,98,8,9
21,2,56,47
49,48,68,33
71,99,96,37
44,95,51,18
11,88,99,69
85,56,97,60
22,8,51,16
6,80,74,67
85,55,22,27
19,72,82,17
97,54,41,71
13,52,36,66
73,16,62,18
50,67,35,67
34,48,38,55
61,18,69,54
18,5,26,23
30,91,67,16
80,96,13,68
35,29,61,75
89,12,74,77
54,98,9,74
26,6,24,48
85,19,48,37
13,21,52,66
13,33,49,86
27,32,37,63
4,56,54,94
10,20,35,63
81,62,12,12
81,24,46,77
