71,56,19,55
35,59,81,25
62,66,4,19
16,9,62,19
58,44,59,92
8,57,12,79
20,23,80,78
66,28,79,33
27,54,2,12
20,88,5,63
73,76,40,72
76,97,36,52
14,67,90,65
44,81,60,30
2,29,39,36
52,1,24,66
56,89,45,89
92,43,14,86
8,18,19,99
9,98,1,38
22,95,92,46
49,89,31,59
31,50,71,77
13,89,63,98
53,26,3,53
58,83,51,9
48,59,72,4
75,83,13,40
60,89,58,37
75,83,42,22
21,34,90,94
70,60,71,51
34,27,6,60
27,29,75,1
19,18,5,72
14,80,92,65
76,4,45,77
28,21,76,38
15,78,27,21
83,40,35,43
8,1,17,72
27,37,78,6
56,76,68,56
73,84,51,29
34,24,58,25
35,95,35,52
34,4,11,39
77,41,1,69
5,65,64,67
53,28,16,12
