35,67,37,88
73,98,57,3
71,19,96,41
4,67,51,71
14,82,89,44
93,20,9,98
40,70,69,98
16,51,14,31
12,60,37,96
51,31,63,81
72,54,12,40
59,16,67,93
85,35,93,37
93,68,76,91
52,83,57,77
7,8,38,72
11,8,43,41
73,61,61,82
74,98,32,23
32,5,85,95
29,70,61,56
25,35,5,28
77,6,65,77
80,64,42,43
25,84,88,29
69,17,28,69
72,6,72,16
32,38,71,51
71,98,74,95
49,15,79,55
39,56,67,47
53,51,62,24
52,8,49,17
15,69,17,96
23,5,93,20
8,82,16,33
87,90,44,95
77,96,71,27
55,57,35,57
19,91,19,24
27,7,92,22
80,19,10,48
88,62,23,16
82,13,78,45
15,91,80,60
28,67,87,55
59,14,49,93
53,35,70,30
66,6,36,28
79,26,16,1
