28,24,2,36
87,10,18,63
47,10,96,59
13,97,3,66
20,58,86,78
9,86,77,44
55,1,58,96
46,88,42,77
99,71,24,64
72,43,25,55
44,67,52,16
55,68,81,17
68,83,37,5
11,65,37,1
15,86,19,1
75,64,92,11
84,72,45,7
52,78,77,25
61,68,21,23
28,7,19,14
39,89,68,20
58,27,27,18
88,83,25,55
73,44,53,46
15,21,77,68
7,41,3,72
42,66,39,66
28,24,89,60
52,56,29,40
7,5,64,12
45,20,8,24
75,98,3,82
71,40,96,93
41,97,27,64
8,2,32,43
16,39,70,22
53,26,81,69
62,35,44,85
92,99,15,99
45,6,31,72
27,38,67,1
93,19,82,94
10,1,83,70
87,42,77,64
25,11,92,50
31,16,17,19
2,37,21,68
15,78,24,54
26,17,45,22
37,95,16,24
