27,98,60,56
47,63,69,13
39,62,95,35
64,42,80,2
32,25,25,21
66,92,79,89
28,26,47,63
4,68,29,25
83,5,22,52
20,35,63,12
83,71,4,70
76,98,70,19
59,90,71,36
27,30,75,59
25,67,87,39
98,31,70,30
91,94,34,10
87,29,25,51
45,18,65,10
66,2,81,14
41,44,73,7
47,23,19,55
8,4,67,41
73,91,69,70
50,22,98,41
1,96,2,33
84,21,53,54
51,46,84,19
49,62,83,62
90,20,53,56
54,26,88,72
33,6,31,89
85,72,96,56
49,37,84,14
85,42,38,38
34,67,66,96
2,24,40,83
67,44,18,17
71,35,91,88
8,95,59,84
35,82,19,69
26,73,42,42
39,26,38,70
18,81,64,88
16,46,50,35
23,76,83,31
95,58,87,72
28,58,39,20
63,85,59,26
10,41,66,41
