48,76,68,77,4,93,79,91,99,18
76,96,6,8,46,98,67,84,99,38
46,47,59,8,25,91,88,31,17,89
68,55,100,42,70,94,98,66,43,40
34,2,7,99,3,73,59,4,75,12
43,3,89,93,25,12,69,8,83,99
70,51,69,53,73,20,53,39,77,50
30,94,77,79,97,74,17,12,41,55
71,83,93,40,35,10,71,90,78,23
76,33,19,88,2,86,77,86,8,62
65,90,48,52,80,60,98,53,33,10
64,50,4,11,45,3,88,21,95,14
43,19,20,38,12,48,67,96,32,23
96,12,96,99,34,44,79,36,58,25
29,63,72,6,11,49,74,41,51,26
78,15,90,19,61,97,13,64,14,78
96,39,70,59,4,21,79,24,10,9
90,28,38,31,31,8,62,44,91,98
36,57,19,28,52,70,42,82,66,27
92,100,34,48,57,52,69,87,58,31
54,52,97,52,21,91,89,24,98,69
44,42,47,78,49,55,14,49,5,18
43,85,69,11,87,90,47,56,72,6
81,52,7,66,34,55,93,35,20,5
19,19,45,1,70,30,67,84,60,24
50,89,88,71,84,92,46,36,48,80
95,2,44,74,70,28,18,91,52,2
64,7,64,68,20,87,11,53,25,2
50,1,14,79,90,36,19,62,59,1
56,65,93,79,78,90,82,5,73,8
8,36,49,64,91,47,62,23,8,28
51,88,32,14,44,24,49,39,20,81
25,4,23,47,33,12,17,36,88,91
13,5,28,82,83,76,66,29,60,58
29,82,86,31,94,25,96,31,7,99
76,77,69,27,95,83,15,99,25,35
95,93,68,47,95,82,26,71,79,32
5,50,85,6,13,29,67,44,62,7
97,60,12,51,63,62,97,97,41,57
83,77,78,30,56,93,67,18,19,17
77,91,50,38,97,50,92,1,53,57
87,94,65,4,61,20,41,31,56,21
87,35,77,21,71,2,39,99,9,61
81,49,39,58,65,4,6,84,39,82
57,94,98,47,71,82,25,69,18,89
62,8,49,7,27,63,62,83,65,32
36,96,20,97,80,10,54,26,34,31
54,71,90,7,93,72,48,95,16,32
37,47,87,65,42,28,59,14,80,42
1,10,51,31,26,52,48,66,24,84
67,62,23,97,91,45,18,42,37,70
57,9,77,95,69,8,19,68,15,38
52,71,88,55,27,56,51,13,19,17
23,9,22,45,40,24,65,53,73,100
42,19,23,22,16,75,52,11,64,32
85,66,55,99,30,37,79,41,99,57
34,100,91,96,99,39,97,48,95,19
64,15,36,35,96,100,64,68,36,12
88,72,33,96,92,16,74,80,81,74
99,11,67,58,13,62,91,30,87,50
85,6,59,3,28,93,51,71,35,51
12,77,41,47,55,11,61,94,85,16
31,38,29,55,54,58,93,62,94,78
82,20,89,85,93,81,16,1,12,75
42,4,17,49,38,48,22,100,22,49
84,80,66,46,74,27,38,57,42,39
96,15,39,64,35,46,97,51,31,62
1,41,21,38,56,13,12,62,6,84
80,64,8,72,5,67,53,34,71,31
70,79,88,65,27,42,40,100,72,90
22,77,87,32,77,11,50,6,24,14
85,19,94,55,62,23,26,55,56,32
80,40,76,84,69,58,27,68,36,18
85,80,18,47,99,61,38,89,36,45
16,70,8,25,66,82,58,16,8,36
52,10,22,52,39,11,32,89,18,12
96,8,88,11,39,60,76,35,5,89
1,85,91,67,94,4,80,3,54,67
71,81,5,7,48,18,98,43,91,37
49,11,44,61,87,23,20,53,90,59
81,52,69,64,92,48,67,85,81,37
30,22,71,23,58,37,74,19,32,58
80,13,45,41,50,27,74,64,78,78
61,62,45,16,73,98,35,30,33,68
3,84,45,19,98,14,24,24,1,59
33,3,87,2,67,79,31,22,68,31
54,85,4,26,32,25,48,56,58,41
12,67,60,92,96,24,61,97,32,92
68,69,90,75,11,57,3,31,15,72
69,77,64,66,59,44,2,46,7,26
92,69,9,54,65,50,65,50,34,80
67,80,64,20,18,57,5,46,56,41
9,2,72,7,10,34,40,51,16,100
28,9,1,31,26,73,12,50,74,54
91,56,41,98,36,11,78,26,80,29
9,43,26,88,21,77,88,31,22,30
5,84,67,67,93,5,1,96,64,52
26,18,32,86,54,50,29,88,53,87
17,16,9,35,24,81,66,52,22,44
70,99,64,27,34,77,97,69,35,37
